"PROFIT_CENTER_GROUP_CODE","PROFIT_CENTER_GROUP_NAME","PROFIT_CENTER_KEY","PROFIT_CENTER_ID","PROFIT_CENTER_NAME","PC_LEVEL1_SORT","PC_LEVEL1_CATEGORY","PC_LEVEL2_SORT","PC_LEVEL2_CATEGORY","PC_LEVEL3_SORT","PC_LEVEL3_CATEGORY","PC_LEVEL4_SORT","PC_LEVEL4_CATEGORY","PC_LEVEL5_SORT","PC_LEVEL5_CATEGORY","PC_LEVEL6_SORT","PC_LEVEL6_CATEGORY","PC_LEVEL7_SORT","PC_LEVEL7_CATEGORY","PC_LEVEL8_SORT","PC_LEVEL8_CATEGORY","DLC_KEY","DLC_NAME","WAREHOUSE_LOAD_DATE"
"P00_MIT","P. C. Standard Hierarchy","P421209-001","P421209","Hq Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421452-001","P421452","Content & Collaboration Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421452-001","P421452","Content & Collaboration Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421452-001","P421452","Content & Collaboration Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421452-001","P421452","Content & Collaboration Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421453-001","P421453","Isda Business Manager",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421453-001","P421453","Isda Business Manager",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421453-001","P421453","Isda Business Manager",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421453-001","P421453","Isda Business Manager",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404525-001","P404525","Vp For Info Sys & Tech - Non-Operating",242,"Executive Vice President & Treasurer",386,"VP for Info Sys & Tech -Non-Operating",386,"VP for Info Sys & Tech -Non-Operating",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404525-001","P404525","Vp For Info Sys & Tech - Non-Operating",252,"Executive Vice President & Treasurer",396,"VP for Info Sys & Tech -Non-Operating",396,"VP for Info Sys & Tech -Non-Operating",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404525-001","P404525","Vp For Info Sys & Tech - Non-Operating",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404525-001","P404525","Vp For Info Sys & Tech - Non-Operating",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",760,"VP for Info Sys & Tech - Non-Operating",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P402901-001","P402901","Curriculum Integration Support",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P402901-001","P402901","Curriculum Integration Support",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P402901-001","P402901","Curriculum Integration Support",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P402901-001","P402901","Curriculum Integration Support",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P402902-001","P402902","Ed Tech / Mit Architecture",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P402902-001","P402902","Ed Tech / Mit Architecture",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P402902-001","P402902","Ed Tech / Mit Architecture",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P402902-001","P402902","Ed Tech / Mit Architecture",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421226-001","P421226","Workplace Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",304,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421226-001","P421226","Workplace Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",314,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421226-001","P421226","Workplace Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421226-001","P421226","Workplace Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",699,"Emerging Solutions",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P874100-001","P874100","Audio Visual Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",300,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P874100-001","P874100","Audio Visual Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",310,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P874100-001","P874100","Audio Visual Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P874100-001","P874100","Audio Visual Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",695,"Enabling Services",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421203-001","P421203","Admin Systems",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",304,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421203-001","P421203","Admin Systems",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",314,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421203-001","P421203","Admin Systems",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421203-001","P421203","Admin Systems",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",699,"Emerging Solutions",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421202-001","P421202","Admin Comp Carryforward",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421202-001","P421202","Admin Comp Carryforward",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421202-001","P421202","Admin Comp Carryforward",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421202-001","P421202","Admin Comp Carryforward",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421201-001","P421201","Hq Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",298,"Software Pool Offset",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421201-001","P421201","Hq Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",308,"Software Pool Offset",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421201-001","P421201","Hq Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421201-001","P421201","Hq Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",693,"Software Pool Offset",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421200-001","P421200","Sais Headquarters",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421200-001","P421200","Sais Headquarters",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421200-001","P421200","Sais Headquarters",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421200-001","P421200","Sais Headquarters",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404404-001","P404404","Vp Is&T Carryforward",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",297,"VP of IS&T",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404404-001","P404404","Vp Is&T Carryforward",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",307,"VP of IS&T",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404404-001","P404404","Vp Is&T Carryforward",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404404-001","P404404","Vp Is&T Carryforward",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",692,"VP of IS&T",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404403-001","P404403","Vp Is&T Non-Operating Accts",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",297,"VP of IS&T",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404403-001","P404403","Vp Is&T Non-Operating Accts",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",307,"VP of IS&T",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404403-001","P404403","Vp Is&T Non-Operating Accts",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404403-001","P404403","Vp Is&T Non-Operating Accts",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",692,"VP of IS&T",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404402-001","P404402","Vp Is&T Reserve",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",297,"VP of IS&T",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404402-001","P404402","Vp Is&T Reserve",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",307,"VP of IS&T",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404402-001","P404402","Vp Is&T Reserve",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404402-001","P404402","Vp Is&T Reserve",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",692,"VP of IS&T",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404401-001","P404401","Vp Is&T Other",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404401-001","P404401","Vp Is&T Other",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404401-001","P404401","Vp Is&T Other",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404401-001","P404401","Vp Is&T Other",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
