"FCLT_ORGANIZATION_HIST_KEY","FISCAL_PERIOD","FCLT_ORGANIZATION_KEY","ORGANIZATION_ID","ORGANIZATION","ORGANIZATION_NAME","FCLT_ORG_PARENT_KEY","ORG_PARENT","FCLT_MAJOR_ORG_KEY","MAJOR_ORG","ORGANIZATION_LEVEL","ORGANIZATION_NUMBER","ORGANIZATION_SORT","ASSIGNABLE","COURSE","DESCRIPTION","WAREHOUSE_LOAD_DATE","DLC_KEY","DLC_NAME","HR_DEPARTMENT_CODE_OLD","HR_ORG_UNIT_ID","HR_DEPARTMENT_NAME"
"141-201511","201511","141","141","CRPDEV","CORP DEVELOPMENT","163","VP-DEV","EXECVP","410010","5","410010","0101030678","1","","",01-JUN-15,"D_RESDEV","Vice President for Resource Development","410010","10000659","Corporate Development"
"142-201511","201511","142","142","CSAIL","COMP SCI & AI LAB","230","VP-RES","PROVST","067900","5","067900","0101060208","1","","",01-JUN-15,"D_CSAIL","Computer Sciences and Artificial Intelligence Lab","067900","10000957","Comp Sci & Artificial Intelligence Lab"
"143-201511","201511","143","143","CTL","C FOR TRANSP LOG","230","S ENG","PROVST","069500","5","069500","0101060066","1","","",01-JUN-15,"D_CTL","Center for Transportation & Logistics","069500","10000350","Center for Transportation & Logistics"
"144-201511","201511","144","144","D-GRAD","DEAN-GRAD STU","129","CHNCLR","CHNCLR","402200","4","402200","0101030100","1","","",01-JUN-15,"D_DEANGRAD","Dean Of The Grad School Office","402200","10000613","Ofc of the Dean for Graduate Education"
"145-201511","201511","145","145","DCM","DIV OF COMP MED","230","VP-RES","PROVST","402100","5","402100","0101060213","1","","",01-JUN-15,"D_COMPMED","Division Of Comparative Medicine","402100","10000612","Division of Comparative Medicine"
"146-201511","201511","146","146","DIBNER","DIBNER INSTITUTE","217","OTHNON","OTHNON","401100","4","401100","0101031506","1","","",01-JUN-15,"D_DIBNER","Dibner Institute","401100","10000596","Dibner Institute"
"147-201511","201511","147","147","DINING","CAMPUS DINING","129","DSL","CHNCLR","801000","5","801000","0101030304","1","","",01-JUN-15,"D_DINING","Campus Dining","801000","10000889","Dining"
"148-201511","201511","148","148","DIRLIB","DIR OF LIBRARIES","230","PROVST","PROVST","270000","4","270000","0101060015","1","","",01-JUN-15,"D_LIBRARIES","Libraries","","",""
"149-201511","201511","149","149","DOF","DP OF FACILITIES","163","DOFADM","EXECVP","591000","5","591000","0101030624","0","","",01-JUN-15,"D_FACILITIES","Department of Facilities","591000","10000853","Department of Facilities"
"150-201511","201511","150","150","DOFADM","DP OF FACIL ADM","163","EXECVP","EXECVP","592000","4","591040","0101030621","1","","",01-JUN-15,"D_FACILITIES","Department of Facilities","591040","10002459","Facilities Administration"
"150-201511","201511","150","150","DOFADM","DP OF FACIL ADM","163","EXECVP","EXECVP","592000","4","591040","0101030621","1","","",01-JUN-15,"D_FACILITIES","Department of Facilities","591040","10002461","Facilities Dev Design Eng & Construction"
"151-201511","201511","151","151","DSL","DEAN-STU LIFE","129","CHNCLR","CHNCLR","442000","4","442000","0101030300","1","","",01-JUN-15,"D_DSL:HQ","Dean for Student Life - Headquarters","442000","10000745","Dean for Student Life"
"152-201511","201511","152","152","DUE","DEAN-UNDERGRD ED","129","CHNCLR","CHNCLR","441000","4","441000","0101030400","1","","",01-JUN-15,"D_DUE:HQ","DUE HQ","441000","10000722","Dean for Undergraduate Education"
"153-201511","201511","153","153","EA&PS","EARTH ATMO&PL SC","230","S SCI","PROVST","153000","5","153000","0101060183","1","12","",01-JUN-15,"D_EAPS","Earth, Atmospheric & Planetary Sciences","153000","10000527","Earth, Atmospheric &  Planetary Sciences"
"154-201511","201511","154","154","ECONOM","ECONOMICS","230","S H&SS","PROVST","091000","5","091000","0101060141","1","14","",01-JUN-15,"D_ECO","Economics","091000","10000359","Economics"
"155-201511","201511","155","155","EDGCTR","EDGERTON CENTER","129","DUE","CHNCLR","440100","5","440100","0101030406","1","","",01-JUN-15,"D_EDGERTON","Edgerton Center","440100","10000721","Edgerton Center"
"156-201511","201511","156","156","EE&CS","ELEC ENG&COMP SC","230","S ENG","PROVST","064000","5","064000","0101060084","1","6","",01-JUN-15,"D_EECS","Electrical Engineering & Computer Science","064000","10000322","Electrical Engineering-Computer Science"
"157-201511","201511","157","157","EHS","ENV HLTH & SAFE","163","EXECVP","EXECVP","392000","4","392000","0101030631","1","","",01-JUN-15,"D_EHSO","Environment, Health and Safety Office","392000","10000591","Environment, Health & Safety Office"
"158-201511","201511","158","158","EI","ENERGY INITIATIV","230","VP-RES","PROVST","320000","5","320000","0101060216","1","","",01-JUN-15,"D_LFEE","MIT Energy Initiative","320000","10000582","MIT Energy Initiative"
"159-201511","201511","159","159","ENDCTT","ENDICOTT HOUSE","129","ENTSVC","CHNCLR","872500","6","872500","0101030312","1","","",01-JUN-15,"D_ENDICOTT","Endicott House","872500","10000912","Endicott House"
"160-201511","201511","160","160","ENTSVC","ENTERPRISE SERVICES","129","DSL","CHNCLR","406200","5","406200","0101030308","1","","",01-JUN-15,"D_ENTSRVCS","Enterprise Services","406200","10000648","Enterprise Services"
"161-201511","201511","161","161","ESDHQ","ENG SYS DIV HQTR","230","S ENG","PROVST","068100","5","068100","0101060087","1","ESD","",01-JUN-15,"D_ENGSYS","Engineering Systems Division","068100","10000333","Engineering Systems Division"
"162-201511","201511","162","162","ESTDY","EXPER STUDY GRP","129","DUE","CHNCLR","159000","5","159000","0101030407","1","","",01-JUN-15,"D_ESG","Experimental Study Group","159000","10000541","Experimental Study Group"
"163-201511","201511","163","163","EXECVP","EXEC VICE PRES","163","PRES","EXECVP","404500","3","404500","0101030600","1","","",01-JUN-15,"D_EXECVP","Executive Vice President's Office","404500","10000622","Executive Vice President and Treasurer"
"164-201511","201511","164","164","F CLUB","FACULTY CLUB","129","DINING","CHNCLR","873000","6","801000","0101030305","1","","",01-JUN-15,"D_DINING","Campus Dining","801000","10000889","Dining"
"165-201511","201511","165","165","FBML","F BITTER MAG LAB","230","VP-RES","PROVST","265000","5","265000","0101060219","1","","",01-JUN-15,"D_MAGLAB","Francis Bitter Magnet Laboratory","265000","10000576","Francis Bitter Magnet Laboratory"
"166-201511","201511","166","166","FINANC","OFF OF BUDGT&FIN","163","EXECVP","EXECVP","427000","4","427000","0101030640","1","","",01-JUN-15,"D_OBFP","Office of Budget & Financial Planning","427000","10000705","Budget and Financial Analysis"
"167-201511","201511","167","167","FOR L&L","FOREIGN LANGUAGE & LITERATURE","230","S H&SS","PROVST","093300","5","093300","0101060142","1","21F","",01-JUN-15,"D_FLL","Foreign Languages & Literature","093300","10000362","Global Studies and Languages"
"168-201511","201511","168","168","FSS","FINANC SYS SVCS","163","IS&T","EXECVP","421200","5","421200","0101030638","1","","",01-JUN-15,"D_IS&T","Information Services and Technology","421200","10000682","Financial Systems Services"
"169-201511","201511","169","169","HAYSTK","HAYSTACK OBS","230","VP-RES","PROVST","401710","5","401710","0101060222","1","","",01-JUN-15,"D_HAYSTACK","Haystack Observatory","401710","10000601","Haystack Observatory"
"170-201511","201511","170","170","HHMI","HH MEDICAL INST","271","ZORG","ZORG","","4","","0101120006","1","","",01-JUN-15,"D_HHMI","Howard Hughes Medical Institute","","",""
"171-201511","201511","171","171","HIST","HISTORY","230","S H&SS","PROVST","093400","5","093400","0101060143","1","21H","",01-JUN-15,"D_HISTORY","History","093400","10000363","History Section"
"172-201511","201511","172","172","HMNRES","HUMAN RESOURCES","163","VP-HUM","EXECVP","409000","5","409000","0101030663","1","","",01-JUN-15,"D_HR","Human Resources Department","409000","10000653","Human Resources"
"174-201511","201511","174","174","HUMAN","HUMANITIES","230","S H&SS","PROVST","093000","5","090000","0101060144","1","21","",01-JUN-15,"D_DHSS","Dean of Humanities & Social Sciences","090000","10000357","School of Humanities, Arts, & Social Sci"
"175-201511","201511","175","175","IMES","INST MED E & SCI","230","S ENG","PROVST","061901","5","061901","0101060093","1","IMES","Institute For Medical Engineering & Science",01-JUN-15,"D_IMES","Institute for Medical Engineering and Science","061901","10004284","Institute for Medical Eng. and Science"
"176-201511","201511","176","176","INSTPF","INST PROFESSORS","271","ZORG","ZORG","010000","4","010000","0101120009","1","","",01-JUN-15,"D_INST_PROF","Institute Professors","010000","10000265","Institute Professors"
"177-201511","201511","177","177","INVEST","INVEST MGMT CO","163","EXECVP","EXECVP","420000","4","420000","0101030639","1","","",01-JUN-15,"D_MITIMCO","MIT Investment Management Company","420000","10000673","MIT Investment Management Company"
"178-201511","201511","178","178","IPC","IND PERFORM CTR","230","S ENG","PROVST","060300","5","060300","0101060090","1","","",01-JUN-15,"D_NUCENG","Nuclear Science and Engineering","060300","10000292","Industrial Performance Center"
"179-201511","201511","179","179","IS&T","INFO SVCS & TECH","163","EXECVP","EXECVP","404400","4","404400","0101030637","1","","",01-JUN-15,"D_IS&T","Information Services and Technology","404400","10000621","HQ, Information Systems & Technology"
"180-201511","201511","180","180","ISN","INST SLDR NANOTECH","230","VP-RES","PROVST","417000","5","417000","0101060223","1","","",01-JUN-15,"D_ISN","Institute for Soldier Nanotechnologies","417000","10000933","Institute for Soldier Nanotechnologies"
"261-201510","201510","261","261","UA&AP","UND ADV&ACAD PR","152","DUE","129","CHNCLR","5","444000","0101030439","1","","",01-MAY-15,"D_UAAP","Undergraduate Advising and Academic Programs","444000","10002634","Undergraduate Advising and Academic Prog"
"262-201510","201510","262","262","US&P","URBAN ST & PLAN","247","SAP","230","PROVST","5","035000","0101060048","1","11","",01-MAY-15,"D_DUSP","Urban Studies & Planning","035000","10000273","Urban Studies & Planning"
"263-201510","201510","263","263","VP-DEV","VP-RESOURCE DEV","163","EXECVP","163","EXECVP","4","410000","0101030675","1","","",01-MAY-15,"D_RESDEV","Vice President for Resource Development","410000","10000658","Vice Pres for Resource Development"
"264-201510","201510","264","264","VP-FIN","VP-FINANCE","163","EXECVP","163","EXECVP","4","422200","0101030657","1","","",01-MAY-15,"D_VPFINANCE","Vice President for Finance","","",""
"265-201510","201510","265","265","VP-HUM","VP-HUMAN RES","163","EXECVP","163","EXECVP","4","409100","0101030660","1","","",01-MAY-15,"D_HR","Human Resources Department","409100","10000655","Vice President for Human Resources"
"266-201510","201510","266","266","VP-RES","VP-RSCH","230","PROVST","230","PROVST","4","401860","0101060204","1","","",01-MAY-15,"D_VPRESOFF","Office of the Vice President of Research","401860","10000935","VP & Dean for Research"
"267-201510","201510","267","267","VP-SCP","VP &SCTY OF CORP","224","PRES","267","VP-SCP","4","402500","0101090003","1","","",01-MAY-15,"D_VP_SEC_CORP","VP and Secretary of the Corporation","402500","10000615","Secretary of the Corporation"
"268-201510","201510","268","268","W&G ST","WOMEN & GENDER STUDIES","244","S H&SS","230","PROVST","5","090010","0101060154","1","21","",01-MAY-15,"D_CMS","Comparative Media Studies/Writing","090010","10004384","MIT Program in Women's & Gender Studies"
"269-201510","201510","269","269","WALLAC","WALLACE ASTRO OB","266","VP-RES","230","PROVST","5","150200","0101060242","1","","",01-MAY-15,"D_WALLACE","Wallace Observatory","","",""
"271-201510","201510","271","271","ZORG","ZORG ICR ONLY","224","PRES","271","ZORG","3","","0101120000","1","","",01-MAY-15,"D_UNDEF","Undefined - no DLC","","",""
"272-201510","201510","272","272","OCR","OFFICE OF CORPORATE RELATIONS","109","APROV","230","PROVST","5","413000","0101060005","1","","Office Of Corporate Relations",01-MAY-15,"D_RESDEV","Vice President for Resource Development","413000","10000671","Corporate Relations/Indust Liaison Prog"
"181-201511","201511","181","181","KAVLI","K I FOR AST&SP R","230","S SCI","PROVST","159600","5","159600","0101060187","1","","",01-JUN-15,"D_CSR","Kavli Institute for Astrophysics & Space Research","159600","10000544","Kavli Inst for Astrophysics & Space Rsrh"
"182-201511","201511","182","182","KIICR","KOCH INS INT C R","230","S SCI","PROVST","159700","5","402000","0101060188","1","","",01-JUN-15,"D_KI","Koch Institute for Integrative Cancer Research","402000","10000545","Koch Inst - Integrative Cancer Research"
"183-201511","201511","183","183","LCS","LAB FOR COMP SC","230","S ENG","PROVST","068600","5","068600","0101060096","1","","",01-JUN-15,"D_CSAIL","Computer Sciences and Artificial Intelligence Lab","","",""
"184-201511","201511","184","184","LE&ES","LAB FOR E&E SYS","230","RLE","PROVST","069300","6","069300","0101060235","1","","",01-JUN-15,"D_RLE","Research Lab Of Electronics","069300","10000348","Lab for Electromagnetic Electronic Sys"
"186-201511","201511","186","186","LGO-SDM","LDRS GBL OPS-SYS DSN MGMT","230","S ENG","PROVST","170000","5","170000","0101060108","1","","Leaders for Global Operations-Systems Design Management",01-JUN-15,"D_LGO","Leaders for Global Operations","170000","10000554","Leaders for Global Operations Program"
"187-201511","201511","187","187","LI&DS","LAB INFO&DEC SYS","230","S ENG","PROVST","068700","5","068700","0101060105","1","","",01-JUN-15,"D_LIDS","Laboratory for Information & Decision Systems","068700","10000338","Lab for Information & Decision Systems"
"188-201511","201511","188","188","LI&PHL","LING & PHIL","230","S H&SS","PROVST","094000","5","094000","0101060147","1","24","",01-JUN-15,"D_L&P","Linguistics & Philosophy","094000","10000367","Linguistics & Philosophy"
"189-201511","201511","189","189","LIBRAR","LIBRARIES","230","DIRLIB","PROVST","271000","5","271000","0101060018","1","","",01-JUN-15,"D_LIBRARIES","Libraries","271000","10000579","Libraries"
"190-201511","201511","190","190","LICENC","TECH LICENSE OFF","230","APROV","PROVST","404000","5","404000","0101060004","1","","",01-JUN-15,"D_TLO","Techology Licensing Office","404000","10000618","Technology Licensing Office"
"191-201511","201511","191","191","LINCLB","LINCOLN LAB","230","VP-RES","PROVST","310000","5","310000","0101060260","1","","",01-JUN-15,"D_LINCOLN","Lincoln Laboratory","310000","10000581","Lincoln Laboratory"
"192-201511","201511","192","192","LIST","LIST VIS ART CTR","230","APRART","PROVST","401812","5","401812","0101060009","1","","",01-JUN-15,"D_LVA","List Visual Arts Center","401812","10000605","List Visual Arts Center"
"193-201511","201511","193","193","LIT","LITERATURE","230","S H&SS","PROVST","093600","5","093600","0101060148","1","21L","",01-JUN-15,"D_LIT","Literature","093600","10000364","Literature Section"
"194-201511","201511","194","194","LM&P","LAB FOR MFG&PROD","230","MECH","PROVST","069700","6","069700","0101060122","1","","",01-JUN-15,"D_MECHE","Mechanical Engineering","069700","10000352","Lab for Manufacturing & Productivity"
"195-201511","201511","195","195","LNS","LAB FOR NUCL SCI","230","S SCI","PROVST","159900","5","159900","0101060189","1","","",01-JUN-15,"D_LNS","Laboratory for Nuclear Science","159900","10000547","Laboratory for Nuclear Science"
"196-201511","201511","196","196","M&T ART","MUSIC & THEATER ART","230","S H&SS","PROVST","093700","5","093700","0101060149","1","21M","",01-JUN-15,"D_MTA","Music & Theater Arts","093700","10000365","Music and Theater Arts Section"
"197-201511","201511","197","197","MATH","MATHEMATICS","230","S SCI","PROVST","154000","5","154000","0101060192","1","18","",01-JUN-15,"D_MATHS","Mathematics","154000","10000533","Mathematics"
"198-201511","201511","198","198","MATPRO","MATS PROC CTR","230","S ENG","PROVST","069800","5","069800","0101060111","1","","",01-JUN-15,"D_MPC","Materials Processing Center","069800","10000353","Materials Processing Center"
"199-201511","201511","199","199","MECH","MECHANICAL ENG","230","S ENG","PROVST","065000","5","065000","0101060120","1","2","",01-JUN-15,"D_MECHE","Mechanical Engineering","065000","10000324","Mechanical Engineering"
"200-201511","201511","200","200","MEDIA","MEDIA LABORATORY","230","SAP","PROVST","039000","5","039000","0101060045","1","","",01-JUN-15,"D_MEDIA","Media Lab","039000","10000277","Media Laboratory"
"201-201511","201511","201","201","MEDICL","MEDICAL DEPT","163","VP-HUM","EXECVP","495000","5","495000","0101030667","1","","",01-JUN-15,"D_MEDICAL","MIT Medical Department","495000","10000792","Medical"
