"DEGREE_CODE","DEGREE_DESC","DEGREE_DESC_SHORT","DEGREE_TYPE","DEGREE_TYPE_DESC","DEGREE_WEIGHT","FROM_TERM","THRU_TERM","DEPARTMENT","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME_IN_COMMENCEMENT_BK","COURSE","COURSE_LEVEL","IS_DOUBLE_MAJOR","COMMENCEMENT_BK_COURSE_ROMAN","COMMENCEMENT_BK_SEE_ALSO","DEGREE_LAST_ACTIVITY_DATE","COURSE_LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","S.M., Transportation",26-MAY-16,28-JUN-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15","G","N","Course XV","S.M., Course XV",26-MAY-16,28-JUN-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","S.M., Transportation",26-MAY-16,28-JUN-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 CT","G","N","Course I","S.M., Transportation",26-MAY-16,23-NOV-93,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 CT","G","N","Course XV","S.M., Course XV",26-MAY-16,28-JUN-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16","G","N","Course XVI","S.M., Transportation",26-MAY-16,27-OCT-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11","G","N","Course XI","S.M., Transportation",26-MAY-16,02-MAY-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 CT","G","N","Course XIII","S.M., Transportation",26-MAY-16,02-MAY-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","ESD","Engineering Systems Division","School of Engineering","ESD CTM","G","N","Course ESD","S.M., Transportation",26-MAY-16,16-JAN-03,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16 CT","G","N","Course XVI","S.M., Transportation",26-MAY-16,04-NOV-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 B","G","N","Course XIII","S.M., Transportation",26-MAY-16,03-NOV-94,28-OCT-24
"SMCTS","Master of Science in Transportation","Master of Science in Transportation","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11 CT","G","N","Course XI","S.M., Transportation",26-MAY-16,19-APR-95,28-OCT-24
"SM24P","Master of Science in Philosophy","Master of Science in Philosophy","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 BD","G","N","Course XXIV","S.M.(Phil.), Course XXIV",22-NOV-93,17-DEC-02,28-OCT-24
"SM24P","Master of Science in Philosophy","Master of Science in Philosophy","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24","G","N","Course XXIV","S.M.(Phil.), Course XXIV",22-NOV-93,28-JUN-94,28-OCT-24
"SM24P","Master of Science in Philosophy","Master of Science in Philosophy","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 M","G","N","Course XXIV","S.M.(Phil.), Course XXIV",22-NOV-93,23-NOV-93,28-OCT-24
"SM24P","Master of Science in Philosophy","Master of Science in Philosophy","SM","Master of Science",3,"000000","999999","21","Department of Humanities","School of Humanities, Arts, and Social Sciences","21","G","N","Course XXI","S.M., Course XXI",22-NOV-93,26-OCT-94,28-OCT-24
"SM24P","Master of Science in Philosophy","Master of Science in Philosophy","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 D","G","N","Course XXIV","S.M.(Phil.), Course XXIV",22-NOV-93,15-JUL-94,28-OCT-24
"SM24P","Master of Science in Philosophy","Master of Science in Philosophy","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 AD","G","N","Course XXIV","S.M.(Phil.), Course XXIV",22-NOV-93,17-DEC-02,28-OCT-24
"SM24L","Master of Science in Linguistics","Master of Science in Linguistics","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 BD","G","N","Course XXIV","S.M.(Ling.), Course XXIV",22-NOV-93,17-DEC-02,28-OCT-24
"SM24L","Master of Science in Linguistics","Master of Science in Linguistics","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24","G","N","Course XXIV","S.M.(Ling.), Course XXIV",22-NOV-93,28-JUN-94,28-OCT-24
"SM24L","Master of Science in Linguistics","Master of Science in Linguistics","SM","Master of Science",3,"000000","999999","23","","School of Humanities, Arts, and Social Sciences","23","G","N","Course XXIV","S.M.(Ling.), Course XXIV",22-NOV-93,28-JUN-94,28-OCT-24
"SM24L","Master of Science in Linguistics","Master of Science in Linguistics","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 M","G","N","Course XXIV","S.M.(Ling.), Course XXIV",22-NOV-93,23-NOV-93,28-OCT-24
"SM24L","Master of Science in Linguistics","Master of Science in Linguistics","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 AD","G","N","Course XXIV","S.M.(Ling.), Course XXIV",22-NOV-93,17-DEC-02,28-OCT-24
"SM24L","Master of Science in Linguistics","Master of Science in Linguistics","SM","Master of Science",3,"000000","999999","24","Department of Linguistics and Philosophy","School of Humanities, Arts, and Social Sciences","24 D","G","N","Course XXIV","S.M.(Ling.), Course XXIV",22-NOV-93,15-JUL-94,28-OCT-24
"SM22","Master of Science in Nuclear Engineering","Master of Science in Nuclear Engineering","SM","Master of Science",3,"000000","2005SP","22","Department of Nuclear Science and Engineering","School of Engineering","22 M","G","N","Course XXII","S.M., Course XXII",17-JUN-05,23-NOV-93,28-OCT-24
"SM22","Master of Science in Nuclear Engineering","Master of Science in Nuclear Engineering","SM","Master of Science",3,"000000","2005SP","22","Department of Nuclear Science and Engineering","School of Engineering","22 D","G","N","Course XXII","S.M., Course XXII",17-JUN-05,15-JUL-94,28-OCT-24
"SM22","Master of Science in Nuclear Engineering","Master of Science in Nuclear Engineering","SM","Master of Science",3,"000000","2005SP","22","Department of Nuclear Science and Engineering","School of Engineering","22","G","N","Course XXII","S.M., Course XXII",17-JUN-05,28-JUN-94,28-OCT-24
"SM22","Master of Science in Nuclear Engineering","Master of Science in Nuclear Engineering","SM","Master of Science",3,"000000","2005SP","22","Department of Nuclear Science and Engineering","School of Engineering","22 RM","G","N","Course XXII","S.M., Course XXII",17-JUN-05,10-OCT-95,28-OCT-24
"SM22","Master of Science in Nuclear Engineering","Master of Science in Nuclear Engineering","SM","Master of Science",3,"000000","2005SP","22","Department of Nuclear Science and Engineering","School of Engineering","22 H","G","N","Course XXII","S.M., Course XXII",17-JUN-05,15-JUL-94,28-OCT-24
"SM1","Master of Science in Civil and Environmental Engineering","Master of Science in Civil and Environmental Engineering","SM","Master of Science",3,"1993SP","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 D","G","N","Course I","S.M., Course I",15-MAR-10,15-JUL-94,28-OCT-24
"SM1","Master of Science in Civil and Environmental Engineering","Master of Science in Civil and Environmental Engineering","SM","Master of Science",3,"1993SP","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 R","G","N","Course I","S.M., Course I",15-MAR-10,28-JUN-94,28-OCT-24
"SM1","Master of Science in Civil and Environmental Engineering","Master of Science in Civil and Environmental Engineering","SM","Master of Science",3,"1993SP","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","S.M., Course I",15-MAR-10,28-JUN-94,28-OCT-24
"SM1","Master of Science in Civil and Environmental Engineering","Master of Science in Civil and Environmental Engineering","SM","Master of Science",3,"1993SP","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 M","G","N","Course I","S.M., Course I",15-MAR-10,22-NOV-93,28-OCT-24
"SM3","Master of Science in Materials Science and Engineering","Master of Science in Materials Science and Engineering","SM","Master of Science",3,"1994SP","999999","3","Department of Materials Science and Engineering","School of Engineering","3","G","N","Course III","S.M., Course III",22-APR-94,26-OCT-94,28-OCT-24
"SM3","Master of Science in Materials Science and Engineering","Master of Science in Materials Science and Engineering","SM","Master of Science",3,"1994SP","999999","3","Department of Materials Science and Engineering","School of Engineering","3 D","G","N","Course III","S.M., Course III",22-APR-94,26-OCT-94,28-OCT-24
"SM3","Master of Science in Materials Science and Engineering","Master of Science in Materials Science and Engineering","SM","Master of Science",3,"1994SP","999999","3","Department of Materials Science and Engineering","School of Engineering","3 M","G","N","Course III","S.M., Course III",22-APR-94,26-OCT-94,28-OCT-24
"SM3","Master of Science in Materials Science and Engineering","Master of Science in Materials Science and Engineering","SM","Master of Science",3,"1994SP","999999","3","Department of Materials Science and Engineering","School of Engineering","3 H","G","N","Course III","S.M., Course III",22-APR-94,26-OCT-94,28-OCT-24
"SMMAS","Master of Science in Media Arts and Sciences","Master of Science in Media Arts and Sciences","SM","Master of Science",3,"1993SU","999999","MAS","Program in Media Arts and Sciences","School of Architecture and Planning","MAS M","G","N","Course MAS","S.M., Media Arts and Sciences",22-APR-94,28-JUN-94,28-OCT-24
"SMMAS","Master of Science in Media Arts and Sciences","Master of Science in Media Arts and Sciences","SM","Master of Science",3,"1993SU","999999","MAS","Program in Media Arts and Sciences","School of Architecture and Planning","MAS D","G","N","Course MAS","S.M., Media Arts and Sciences",22-APR-94,15-JUL-94,28-OCT-24
"SMMAS","Master of Science in Media Arts and Sciences","Master of Science in Media Arts and Sciences","SM","Master of Science",3,"1993SU","999999","MAS","Program in Media Arts and Sciences","School of Architecture and Planning","MAS","G","N","Course MAS","S.M., Media Arts and Sciences",22-APR-94,28-JUN-94,28-OCT-24
"SB64Z","Artificial Intelligence and Decision Making","Artificial Intelligence and Decision Making","SB","Bachelor of Science",1,"2023FA","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 4A","U","Y","Course VI-4","Course VI-4",24-JUN-22,30-JUN-23,28-OCT-24
"SB64Z","Artificial Intelligence and Decision Making","Artificial Intelligence and Decision Making","SB","Bachelor of Science",1,"2023FA","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 4","U","Y","Course VI-4","Course VI-4",24-JUN-22,09-FEB-23,28-OCT-24
"SB21GZ","Global Languages","Global Languages","SB","Bachelor of Science",1,"2021FA","999999","21G","Global Languages","School of Humanities, Arts, and Social Sciences","21G","U","Y","Course XXI-G","Course XXI-G",23-MAY-20,07-SEP-18,28-OCT-24
"SB21G","Bachelor of Science in Global Languages","Bachelor of Science in Global Languages","SB","Bachelor of Science",1,"2021FA","999999","21G","Global Languages","School of Humanities, Arts, and Social Sciences","21G","U","N","Course XXI-G","S.B., Course XXI-G",23-MAY-20,23-JUL-15,28-OCT-24
