"SIS_COURSE_DESCRIPTION_KEY","COURSE","COURSE_DESCRIPTION","COURSE_DESCRIPTION_LONG","DEPARTMENT","DEPARTMENT_NAME","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME","SCHOOL_NAME_IN_COMMENCEMENT_BK","FROM_TERM","FROM_TERM_DESCRIPTION","THRU_TERM","THRU_TERM_DESCRIPTION","COURSE_OPTION","COURSE_LEVEL","CIP_PROGRAM_CODE","IS_DEGREE_GRANTING","DEFAULT_ULTIMATE_DEGREE","GRADAUTE_LEVEL","GRADUATE_LEVEL","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"OGE:NIV:G","OGE NIV","OGE MSRP Program","Office of Graduate Education","OGE","Office of Graduate Education","","MIT, academic","","2021SU","Summer Term 2021","2023SP","Spring Term 2022-2023","NIV","G","123456","N","NDG","","",04-AUG-23,28-OCT-24
"OR::G","OR","Operations Research","Operations Research","OR","Operations Research","Program in Operations Research","Sloan School of Management","Sloan School of Management","2001FA","Fall Term 2000-2001","999999","End of Time","","G","143701","N","NDG","","",23-JUL-15,28-OCT-24
"OR:D:G","OR D","Operations Research","Operations Research","OR","Operations Research","Program in Operations Research","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","D","G","143701","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"OR:M:G","OR M","Operations Research","Operations Research","OR","Operations Research","Program in Operations Research","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","M","G","143701","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"OR:NIE:G","OR NIE","Operations Res - Exchange","Operations Research","OR","Operations Research","Program in Operations Research","Sloan School of Management","Sloan School of Management","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","143701","N","NDG","","",31-MAR-05,28-OCT-24
"OR:NIV:G","OR NIV","Operations Res - Visiting","Operations Research","OR","Operations Research","Program in Operations Research","Sloan School of Management","Sloan School of Management","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","143701","N","NDG","","",31-MAR-05,28-OCT-24
"PEP::G","PEP","Prof Ed Prog","Professional Education Program","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"PEP:ASP1:G","PEP ASP1","Prof Ed Prog - Adv Stud Prog","Professional Education Programs (Advanced Study Program)","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","ASP1","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"PEP:ASP2:G","PEP ASP2","Prof Ed Prog - Adv Stud Prog","Professional Education Programs (Advanced Study Program)","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","ASP2","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"PEP:ASP3:G","PEP ASP3","Prof Ed Prog - Adv Stud Prog","Professional Education Programs (Advanced Study Program)","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","ASP3","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"PEP:ASP4:G","PEP ASP4","Prof Ed Prog - Adv Stud Prog","Professional Education Programs (Advanced Study Program)","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","ASP4","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"PEP:ASP:G","PEP ASP","Prof Ed Prog - Adv Stud Prog","Professional Education Programs - Advanced Study Program","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","ASP","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"PEP:MAP:G","PEP MAP","Prof Ed Prog - Mid Career","Professional Education Programs (Mid Career Acceleration Program)","PEP","Professional Education Prog","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","MAP","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"RED:M:G","RED M","Center for Real Estate","Real Estate Development","RED","Center for Real Estate Develop","Center for Real Estate Development","Architecture and Planning","School of Architecture and Planning","2009FA","Fall Term 2008-2009","999999","End of Time","M","G","041001","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"RED:NIV:G","RED NIV","Real Estate Dev - Visiting","Real Estate Development","RED","Center for Real Estate Develop","Center for Real Estate Development","Architecture and Planning","School of Architecture and Planning","2015SP","Spring Term 2014-2015","999999","End of Time","NIV","G","041001","N","NDG","","",23-JUL-15,28-OCT-24
"SCM:1B:G","SCM 1B","Supply Chain Management","Supply Chain Management","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2018FA","Fall Term 2017-2018","999999","End of Time","1B","G","142701","Y","MAP","Masters","Masters",10-APR-17,28-OCT-24
"SCM:1P:G","SCM 1P","Supply Chain Management","Supply Chain Management","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2018FA","Fall Term 2017-2018","999999","End of Time","1P","G","142701","Y","MNG","Masters","Masters",10-APR-17,28-OCT-24
"SCM:2B:G","SCM 2B","Supply Chain Management","Supply Chain Management","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2018FA","Fall Term 2017-2018","999999","End of Time","2B","G","142701","Y","MAP","Masters","Masters",10-APR-17,28-OCT-24
"SCM:2P:G","SCM 2P","Supply Chain Management","Supply Chain Management","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2018FA","Fall Term 2017-2018","999999","End of Time","2P","G","142701","Y","MNG","Masters","Masters",10-APR-17,28-OCT-24
"SCM:NIV:G","SCM NIV","Supp Chain Manag - Visiting","Supply Chain Management","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2017FA","Fall Term 2016-2017","999999","End of Time","NIV","G","142701","N","NDG","","",18-OCT-16,28-OCT-24
"SCM:P:G","SCM P","Supply Chain Management","Logistics","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2000FA","Fall Term 1999-2000","2018SU","Summer Term 2018","P","G","142701","Y","MNG","Masters","Masters",04-AUG-23,28-OCT-24
"SCM:PL:G","SCM PL","Supply Chain Management","Supply Chain Management","SCM","Supply Chain Management Progra","Program in Supply Chain Management","Engineering","School of Engineering","2017SP","Spring Term 2016-2017","2018SU","Summer Term 2018","PL","G","142701","Y","MNG","Masters","Masters",04-AUG-23,28-OCT-24
"SDM::G","SDM","System Design and Management","System Design and Management","SDM","System Design & Management Prg","Program in System Design and Management","Engineering","School of Engineering","1997JA","January Term 1996-1997","2009SU","Summer Term 2009","","G","142701","N","NDG","","",18-SEP-09,28-OCT-24
"SDM:C:G","SDM C","Syst Des & Mgt - Cert Prog","System Design and Management","SDM","System Design & Management Prg","Program in System Design and Management","Engineering","School of Engineering","2009SU","Summer Term 2009","2010SU","Summer Term 2010","C","G","142701","N","NDG","","",16-DEC-09,28-OCT-24
"SDM:MDL:G","SDM MDL","Syst Des & Mgt - distance lrn","System Design and Management","SDM","System Design & Management Prg","Program in System Design and Management","Engineering","School of Engineering","1997JA","January Term 1996-1997","2010JA","January Term 2009-2010","MDL","G","142701","Y","SM","Masters","Masters",14-DEC-09,28-OCT-24
"SDM:MLC:G","SDM MLC","Syst Des & Mgt - commuter","System Design and Management","SDM","System Design & Management Prg","Program in System Design and Management","Engineering","School of Engineering","2006SP","Spring Term 2005-2006","2010SU","Summer Term 2010","MLC","G","142701","Y","SM","Masters","Masters",16-DEC-09,28-OCT-24
"SDM:MOC:G","SDM MOC","Syst Des & Mgt - on campus","System Design and Management","SDM","System Design & Management Prg","Program in System Design and Management","Engineering","School of Engineering","1997JA","January Term 1996-1997","2010SU","Summer Term 2010","MOC","G","142701","Y","SM","Masters","Masters",16-DEC-09,28-OCT-24
"STS::G","STS","Science, Tech, and Society","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","","G","301501","N","NDG","","",23-JUL-15,28-OCT-24
"STS::U","STS","Science, Tech & Soc","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","","U","301501","Y","SB","","",01-APR-05,28-OCT-24
"STS:D:G","STS D","Science, Tech & Soc - Doctoral","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","D","G","301501","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"STS:E:U","STS E","Hum & Eng - Sci, Tech & Soc","Humanities and Engineering","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","E","U","301501","Y","SB","","",12-OCT-00,28-OCT-24
"STS:M:G","STS M","Science, Tech & Soc - SM","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","M","G","301501","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"STS:NIE:G","STS NIE","Science, Tech & Soc - Exchange","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","301501","N","NDG","","",01-APR-05,28-OCT-24
"STS:NIV:G","STS NIV","Science, Tech & Soc - Visiting","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","301501","N","NDG","","",01-APR-05,28-OCT-24
"STS:S:U","STS S","Hum & Sci - Sci, Tech & Soc","Humanities and Science","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","S","U","240101","Y","SB","","",12-OCT-00,28-OCT-24
"STS:TP:G","STS TP","Science, Tech & Soc - SM TPP","Science, Technology, and Society (Technology and Policy Program)","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","301501","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"STS:TPD:G","STS TPD","Science, Tech & Soc -DOC TPP","Science, Technology, and Society (Technology and Policy Program)","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","301501","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"STS:Z:U","STS Z","Sci, Tech & Soc - Major depart","Science, Technology, and Society","STS","Science, Technology & Society","Program in Science, Technology, and Society","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2000SU","Summer Term 2000","Z","U","301501","Y","SB","","",12-OCT-00,28-OCT-24
"TOX::G","TOX","Toxicology","Toxicology","TOX","Division of Toxicology","Program in Toxicology","Whitaker Coll of HST;  HST","Whitaker College of Health Sciences and Technology","000000","Beginning of Time","2004FA","Fall Term 2003-2004","","G","260612","N","","","",19-MAR-04,28-OCT-24
"TOX:D:G","TOX D","Toxicology - Doctoral","Toxicology","TOX","Division of Toxicology","Program in Toxicology","Whitaker Coll of HST;  HST","Whitaker College of Health Sciences and Technology","000000","Beginning of Time","2004FA","Fall Term 2003-2004","D","G","260612","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"TOX:M:G","TOX M","Toxicology - SM","Toxicology","TOX","Division of Toxicology","Program in Toxicology","Whitaker Coll of HST;  HST","Whitaker College of Health Sciences and Technology","000000","Beginning of Time","2004FA","Fall Term 2003-2004","M","G","260612","N","","Masters","Masters",19-MAR-04,28-OCT-24
"TOX:TP:G","TOX TP","Toxicology - SM in Tech & Pol","Toxicology (Program in Technology and Policy)","TOX","Division of Toxicology","Program in Toxicology","Whitaker Coll of HST;  HST","Whitaker College of Health Sciences and Technology","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","260612","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"TOX:TPD:G","TOX TPD","Toxicology -DOC in Tech & Pol","Toxicology (Program in Technology and Policy)","TOX","Division of Toxicology","Program in Toxicology","Whitaker Coll of HST;  HST","Whitaker College of Health Sciences and Technology","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","260612","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"TPP::G","TPP","Technology & Policy Program","Technology and Policy Program","TPP","Technology and Policy Program","Program in Technology and Policy","Engineering","School of Engineering","000000","Beginning of Time","2002SU","Summer Term 2002","","G","149999","N","","","",05-MAR-02,28-OCT-24
"TPP:D:G","TPP D","Tech & Policy Program-Doctoral","Technology and Policy Doctoral Program","TPP","Technology and Policy Program","Program in Technology and Policy","Engineering","School of Engineering","000000","Beginning of Time","1999SU","Summer Term 1999","D","G","149999","Y","DOC","Doctoral","Doctoral",16-MAR-10,28-OCT-24
"TPP:M:G","TPP M","Tech & Policy Program-Master's","Technology & Policy Master's Program","TPP","Technology and Policy Program","Program in Technology and Policy","Engineering","School of Engineering","000000","Beginning of Time","1999SU","Summer Term 1999","M","G","149999","Y","SM","Masters","Masters",06-MAY-02,28-OCT-24
"UND:10:U","UND 10","Chemical Eng - Special","Chemical Engineering - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","10","U","140701","N","NDG","","",24-NOV-14,28-OCT-24
"UND:11:U","UND 11","Urb St & Plan - Special","Urban Studies and Planning - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","11","U","040301","N","NDG","","",24-NOV-14,28-OCT-24
"UND:12:U","UND 12","EAPS - Special","Earth, Atmosphere and Planetary Science - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","12","U","400601","N","NDG","","",24-NOV-14,28-OCT-24
"UND:14:U","UND 14","Economics - Special","Economics - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","14","U","450603","N","NDG","","",08-OCT-19,28-OCT-24
"UND:15:U","UND 15","Management - Special","Management - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","15","U","520101","N","NDG","","",24-NOV-14,28-OCT-24
"UND:16:U","UND 16","Aero/Astro - Special","Aeronautics and Astronautics - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","16","U","140201","N","NDG","","",24-NOV-14,28-OCT-24
"UND:17:U","UND 17","Political Sci - Special","Political Science - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","17","U","451001","N","NDG","","",24-NOV-14,28-OCT-24
"UND:18:U","UND 18","Mathematics - Special","Mathematics - Special","UND","Undesignated Sophomore","","MIT, academic","","2015JA","January Term 2014-2015","999999","End of Time","18","U","270101","N","NDG","","",24-NOV-14,28-OCT-24
