"HR_ORG_UNIT_KEY","HR_ORG_UNIT_ID","HR_ORG_UNIT_TITLE","HR_ORG_UNIT_LEVEL","HR_DEPARTMENT_CODE","HR_DEPARTMENT_ABBR","HR_DEPARTMENT_CODE_OLD","HR_DEPARTMENT_NAME","HR_DEPARTMENT_NAME_LONG","HR_DEPARTMENT_NAME_ALPHA","ORG_HIER_SCHOOL_AREA_NAME","ORG_HIER_TOP_LEVEL_NAME","ORG_HIER_ROOT_NAME","HR_ORG_LEVEL1_ID","HR_ORG_LEVEL1_SORT","HR_ORG_LEVEL1_NAME","HR_ORG_LEVEL2_ID","HR_ORG_LEVEL2_SORT","HR_ORG_LEVEL2_NAME","HR_ORG_LEVEL3_ID","HR_ORG_LEVEL3_SORT","HR_ORG_LEVEL3_NAME","HR_ORG_LEVEL4_ID","HR_ORG_LEVEL4_SORT","HR_ORG_LEVEL4_NAME","HR_ORG_LEVEL5_ID","HR_ORG_LEVEL5_SORT","HR_ORG_LEVEL5_NAME","DLC_KEY","WAREHOUSE_LOAD_DATE"
"O10005566","10005566","Open Learning, Res & Eng, pK12","DEPARTMENTS","10005566","HR-405050","405050","Open Learning, Res & Eng, pK12","Open Learning, Res & Eng, pK12","Open Learning, Res & Eng, pK12","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005568","10005568","Open Learning, J-WEL Research, Projects","DEPARTMENTS","10005568","HR-405046","405046","Open Learning, J-WEL Research, Projects","Open Learning, J-WEL Research, Projects","Open Learning, J-WEL Research, Projects","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005584","10005584","Office of the Vice Chancellor HQ","DEPARTMENTS","10005584","HR-445100","445100","Office of the Vice Chancellor HQ","Office of the Vice Chancellor HQ","Office of the Vice Chancellor HQ","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005660","500","Office of the Vice Chancellor HQ Area","D_OVC",03-OCT-24
"O10005608","10005608","Materials Research Laboratory Area","ORGANIZATION LEVEL","","","","","","","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005608","496","Materials Research Laboratory Area","","","","",03-OCT-24
"O10005658","10005658","Registrar Area","ORGANIZATION LEVEL","","","","","","","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005658","498","Registrar Area","",03-OCT-24
"O10005661","10005661","OVC Department Heads","DEPARTMENTS","10005661","HR-441010","441010","OVC Department Heads","OVC Department Heads","OVC Department Heads","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005660","500","Office of the Vice Chancellor HQ Area","D_OVC",03-OCT-24
"O10005664","10005664","D-Lab Area","ORGANIZATION LEVEL","","","","","","","","","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10005665","10005665","D-Lab IDIN","N/A","","","","","","","","","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10005666","10005666","D-Lab Other","N/A","","","","","","","","","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10005668","10005668","Office of the First Year Area","ORGANIZATION LEVEL","","","","","","","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005668","504","Office of the First Year Area","",03-OCT-24
"O10005671","10005671","Institute Tuition & Fee Revenue","DEPARTMENTS","10005671","HR-441002","441002","Institute Tuition & Fee Revenue","Institute Tuition & Fee Revenue","Institute Tuition & Fee Revenue","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10000013","8","Office of Undergraduate Education Area","D_ACAD",03-OCT-24
"O10005674","10005674","MIT IBM Watson AI Lab","DEPARTMENTS","10005674","HR-060050","060050","MIT IBM Watson AI Lab","MIT IBM Watson AI Lab","MIT IBM Watson AI Lab","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10005674","509","MIT IBM Watson AI Lab","","","","D_MITIBMAI",03-OCT-24
"O10005708","10005708","Transformational Medicine","N/A","","","","","","","","","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10005758","10005758","Schwarzman College of Computing Area","ORGANIZATION LEVEL","","","","","","","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","","","","","","","",03-OCT-24
"O10005808","10005808","Finance & Administration Area","ORGANIZATION LEVEL","","","","","","","","","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10005811","10005811","Ofc Strategic Alliances & Tech Transfer","DEPARTMENTS","10005811","HR-401940","401940","Ofc Strategic Alliances & Tech Transfer","Office of Strategic Alliances & Tech Transfer","Office of Strategic Alliances & Tech Transfer","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10005810","517","Strategic Alliances & Tech Transfer Area","D_OSATT",03-OCT-24
"O10005814","10005814","OSATT-Catalysts","DEPARTMENTS","10005814","HR-401943","401943","OSATT-Catalysts","OSATT-Catalysts","OSATT-Catalysts","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10005810","517","Strategic Alliances & Tech Transfer Area","D_CATALYSTS",03-OCT-24
"O10005815","10005815","MIT Emergency Management","DEPARTMENTS","10005815","HR-492901","492901","MIT Emergency Management","MIT Emergency Management","MIT Emergency Management","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10005815","522","MIT Emergency Management","","","","","","","D_EMMGMT",03-OCT-24
"O10005834","10005834","Research Compliance","DEPARTMENTS","10005834","HR-401869","401869","Research Compliance","Research Compliance","Research Compliance","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10005834","524","Research Compliance","D_VPRESOFF",03-OCT-24
"O10005835","10005835","Research Systems","DEPARTMENTS","10005835","HR-391010","391010","Research Systems","Research Systems","Research Systems","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10005835","525","Research Systems","D_VPRESOFF",03-OCT-24
"O10005836","10005836","Research Support","DEPARTMENTS","10005836","HR-391020","391020","Research Support","Research Support","Research Support","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10005836","526","Research Support","D_VPRESOFF",03-OCT-24
"O10005858","10005858","MIT-Takeda Pharmaceutical Program","DEPARTMENTS","10005858","HR-060052","060052","MIT-Takeda Pharmaceutical Program","MIT-Takeda Pharmaceutical Program","MIT-Takeda Pharmaceutical Program","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005858","527","MIT-Takeda Pharmaceutical Program","","","","D_MITTAKEDA",03-OCT-24
"O10005884","10005884","SCC Dept/Lab/Center/ Director Org","DEPARTMENTS","10005884","HR-401933","401933","SCC Dept/Lab/Center/ Director Org","SCC Dept/Lab/Center/ Director Org","SCC Dept/Lab/Center/ Director Org","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10005884","529","SCC Dept/Lab/Center/ Director Org","","","","D_DEANCOMP",03-OCT-24
"O10005885","10005885","Open Space Programming","DEPARTMENTS","10005885","HR-404522","404522","Open Space Programming","Open Space Programming","Open Space Programming","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10005885","530","Open Space Programming","","","","","","","D_OPENSPACE",03-OCT-24
"O10005886","10005886","VPF - Accounts Receivable","DEPARTMENTS","10005886","HR-423602","423602","VPF - Accounts Receivable","VPF - Accounts Receivable","VPF - Accounts Receivable","VP for Finance Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003333","326","VP for Finance Area","10000077","23","Controller's Area","10005886","531","VPF - Accounts Receivable","D_CAS",03-OCT-24
"O10005908","10005908","MIT Sloan Office of Communications Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005908","532","MIT Sloan Office of Communications Area","","","","",03-OCT-24
"O10005911","10005911","MIT Sloan Office of the Dean","DEPARTMENTS","10005911","HR-121078","121078","MIT Sloan Office of the Dean","MIT Sloan Office of the Dean","MIT Sloan Office of the Dean","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005910","534","MIT Sloan Office of the Dean Area","10005911","535","MIT Sloan Office of the Dean","D_SLOAN",03-OCT-24
"O10005914","10005914","Sloan Faculty & Research Services Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005914","538","Sloan Faculty & Research Services Area","","","","",03-OCT-24
"O10005915","10005915","MIT Sloan Behavioral & Policy Sci Staff","DEPARTMENTS","10005915","HR-121400","121400","MIT Sloan Behavioral & Policy Sci Staff","MIT Sloan Behavioral & Policy Sciences Staff","MIT Sloan Behavioral & Policy Sciences Staff","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005914","538","Sloan Faculty & Research Services Area","10005915","539","MIT Sloan Behavioral & Policy Sci Staff","D_SLOAN",03-OCT-24
"O10005916","10005916","MIT Sloan Econ, Fin, & Accounting Staff","DEPARTMENTS","10005916","HR-121004","121004","MIT Sloan Econ, Fin, & Accounting Staff","MIT Sloan Economics, Finance, & Accounting Staff","MIT Sloan Economics, Finance, & Accounting Staff","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005914","538","Sloan Faculty & Research Services Area","10005916","540","MIT Sloan Econ, Fin, & Accounting Staff","D_SLOAN",03-OCT-24
"O10005918","10005918","MIT Sloan Management Science Staff","DEPARTMENTS","10005918","HR-121012","121012","MIT Sloan Management Science Staff","MIT Sloan Management Science Staff","MIT Sloan Management Science Staff","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005914","538","Sloan Faculty & Research Services Area","10005918","542","MIT Sloan Management Science Staff","D_SLOAN",03-OCT-24
"O10005921","10005921","MIT Sloan Faculty and OAS Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005921","545","MIT Sloan Faculty and OAS Area","","","","",03-OCT-24
"O10005924","10005924","MIT Sloan Management Science","DEPARTMENTS","10005924","HR-121009","121009","MIT Sloan Management Science","MIT Sloan Management Science","MIT Sloan Management Science","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005921","545","MIT Sloan Faculty and OAS Area","10005924","548","MIT Sloan Management Science","D_SLOAN",03-OCT-24
"O10005925","10005925","MIT Sloan Off of External Relations Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005925","549","MIT Sloan Off of External Relations Area","","","","",03-OCT-24
"O10005926","10005926","MIT Sloan Office of External Relations","DEPARTMENTS","10005926","HR-121513","121513","MIT Sloan Office of External Relations","MIT Sloan Office of External Relations","MIT Sloan Office of External Relations","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005925","549","MIT Sloan Off of External Relations Area","10005926","550","MIT Sloan Office of External Relations","D_SLOAN",03-OCT-24
"O10005928","10005928","MIT Sloan Office of Global Programs","DEPARTMENTS","10005928","HR-121501","121501","MIT Sloan Office of Global Programs","MIT Sloan Office of Global Programs","MIT Sloan Office of Global Programs","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005927","551","MIT Sloan Office of Global Programs Area","10005928","552","MIT Sloan Office of Global Programs","D_SLOAN",03-OCT-24
"O10005931","10005931","MIT Sloan FSAS","DEPARTMENTS","10005931","HR-122175","122175","MIT Sloan FSAS","Food Supply Chain Analytics and Sensing Initiative","Food Supply Chain Analytics and Sensing Initiative","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10005931","555","MIT Sloan FSAS","D_SLOAN",03-OCT-24
