"FCLT_BUILDING_HIST_KEY","FISCAL_PERIOD","FCLT_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"OC40-201508","201508","OC40","OC40","","","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",1469.02,1469.03,0,"HOLYOKE","OFFCAMPUS",3,"3","SERVICE","LEASED","AER","(NULL)","0.00","","",,,,,"OC40","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",21-MAR-14,,01-NOV-12,01-MAR-15,4
"W51C-201508","201508","W51C","W51C","","","","405 Memorial Drive - Pi Phi",17286.8,10707.53,3946.3,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",42.356186612899897,-71.097241993799898,765027.65080299904,2955080.4874700001,"W51C","","405 MEMORIAL DRIVE",,,,01-MAR-15,85
"W53A-201508","201508","W53A","W53A","","","","J B Carr Indoor Tennis Facility (Office)",1159.47,694.95,259.08,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","12.40","","",42.3569779197,-71.097351458299897,764996.70269199903,2955368.7158300001,"W53A","JASPER B. CARR","CARR INDOOR TENNIS FACILITY (OFFICE)",01-OCT-84,,01-MAY-85,01-MAR-15,10
"W53B-201508","201508","W53B","W53B","","","","J B Carr Indoor Tennis Facility (Office)",140,121.25,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","9.00","","",42.356966364400002,-71.0969470836,765106.01835599903,2955365.0210500001,"W53B","","DUPONT TENNIS COURTS (OFFICE)",,,,01-MAR-15,2
"W53C-201508","201508","W53C","W53C","","","","Building W53C",180,0,151.33,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","UGU","","","",,,,,"W53C","","BUILDING W53C",01-OCT-08,,,01-MAR-15,1
"W53D-201508","201508","W53D","W53D","","","","J B Carr Indoor Tennis Facility(Svc)",142.94,112.5,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","","","",,,,,"W53D","","CARR INDOOR TENNIS FACILITY(SVC)",,,,01-MAR-15,1
"W57A-201508","201508","W57A","W57A","","","","Building W57A",117,91.07,0,"MIT","WEST",3,"3","SERVICE","OWNED","OTH","UGA1","0.00","","",,,,,"W57A","","BUILDING W57A",21-MAR-14,,,01-MAR-15,1
"W61A-201508","201508","W61A","W61A","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing A)",12634.2,7778.22,2879.06,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61A","","MACGREGOR HOUSE (A)",,,,01-MAR-15,95
"W61B-201508","201508","W61B","W61B","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing B)",12634.2,7796.56,2861.81,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61B","","MACGREGOR HOUSE (B)",,,,01-MAR-15,95
"W61C-201508","201508","W61C","W61C","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing C)",12634.2,7814.56,2844.4,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61C","","MACGREGOR HOUSE (C)",,,,01-MAR-15,95
"W61D-201508","201508","W61D","W61D","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing D)",12498.73,7668.85,2742.54,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61D","","MACGREGOR HOUSE (D)",,,,01-MAR-15,95
"W61E-201508","201508","W61E","W61E","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing E)",11664.6,6694.73,2737.87,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61E","","MACGREGOR HOUSE (E)",,,,01-MAR-15,91
"W61F-201508","201508","W61F","W61F","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing F)",12611.59,8337.02,1778.93,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61F","","MACGREGOR HOUSE (F)",,,,01-MAR-15,102
"W61G-201508","201508","W61G","W61G","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing G)",12942.63,9430.07,1289.78,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61G","","MACGREGOR HOUSE (G)",,,,01-MAR-15,99
"W61H-201508","201508","W61H","W61H","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing H)",13259.73,9390.22,1564.62,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61H","","MACGREGOR HOUSE (H)",,,,01-MAR-15,103
"W61J-201508","201508","W61J","W61J","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing J)",9271.12,6133.88,1247.18,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61J","","MACGREGOR HOUSE (J)",,,,01-MAR-15,75
"W61M-201508","201508","W61M","W61M","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing M)",4827.23,4368.53,24.48,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61M","","MACGREGOR HOUSE (M)",,,,01-MAR-15,4
"W70A-201508","201508","W70A","W70A","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing A)",24005.53,13173.52,8379.57,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70A","","NEW HOUSE (A)",,,,01-MAR-15,105
"W70B-201508","201508","W70B","W70B","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing B)",16117.42,9959.18,4187.49,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70B","","NEW HOUSE (B)",,,,01-MAR-15,95
"W70C-201508","201508","W70C","W70C","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing C)",17991.16,11584.7,4274.43,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70C","","NEW HOUSE (C)",,,,01-MAR-15,104
"W70D-201508","201508","W70D","W70D","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing D)",16559.95,10065.74,4458.48,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70D","","NEW HOUSE (D)",,,,01-MAR-15,98
"W70E-201508","201508","W70E","W70E","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing E)",17792.83,11278.04,4385.7,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70E","","NEW HOUSE (E)",,,,01-MAR-15,106
"W70F-201508","201508","W70F","W70F","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing F)",15420.13,8893.95,4498.52,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70F","","NEW HOUSE (F)",,,,01-MAR-15,96
"W70G-201508","201508","W70G","W70G","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing G)",3886.9,1648.29,1972.51,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70G","","NEW HOUSE (G)",,,,01-MAR-15,15
"W85A-201508","201508","W85A","W85A","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate A Married Student Housing",4686.42,3725.83,453.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85A","","WESTGATE (A)",,,,01-MAR-15,11
"W85B-201508","201508","W85B","W85B","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate B Married Student Housing",4635.79,3705.6,453.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85B","","WESTGATE (B)",,,,01-MAR-15,10
"W85C-201508","201508","W85C","W85C","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate C Married Student Housing",4661.33,3701.95,454.98,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85C","","WESTGATE (C)",,,,01-MAR-15,10
"W85D-201508","201508","W85D","W85D","W85DE","WESTGATE (DE)","Westgate DE","Westgate D Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85D","","WESTGATE (D)",,,,01-MAR-15,10
"W85E-201508","201508","W85E","W85E","W85DE","WESTGATE (DE)","Westgate DE","Westgate E Married Student Housing",4653.21,3704.69,449.76,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85E","","WESTGATE (E)",,,,01-MAR-15,10
"W85F-201508","201508","W85F","W85F","W85FG","WESTGATE (FG)","Westgate FG","Westgate F Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85F","","WESTGATE (F)",,,,01-MAR-15,10
"W85G-201508","201508","W85G","W85G","W85FG","WESTGATE (FG)","Westgate FG","Westgate G Married Student Housing",4653.21,3704.69,449.76,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85G","","WESTGATE (G)",,,,01-MAR-15,10
"W85H-201508","201508","W85H","W85H","W85HJK","WESTGATE (HJK)","Westgate HJK","Westgate H Married Student Housing",4677.62,3727.52,445.9,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85H","","WESTGATE (H)",,,,01-MAR-15,10
"W85J-201508","201508","W85J","W85J","W85HJK","WESTGATE (HJK)","Westgate HJK","Westgate J Married Student Housing",4630.7,3701.56,451.91,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85J","","WESTGATE (J)",,,,01-MAR-15,10
"W85K-201508","201508","W85K","W85K","W85HJK","WESTGATE (HJK)","Westgate HJK","Westgate K Married Student Housing",4687.15,3721.22,460.59,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85K","","WESTGATE (K)",,,,01-MAR-15,10
"WW15-201508","201508","WW15","WW15","","","","Building WW15",42145.75,37499.92,2824.04,"MIT","WESTWEST",2,"2","SERVICE","OWNED","AER","UGS2","16.00","1846500","1846500",42.355361358800003,-71.109469719299895,761724.03371300001,2954764.3792699901,"WW15","","BUILDING WW15",31-DEC-69,,,01-MAR-15,106
"WW25-201508","201508","WW25","WW25","","","","Building WW25",2300.01,2300,0,"MIT","WESTWEST",2,"2","SERVICE","LEASED","OTH","UGS1","","","",42.355737910999899,-71.106326600100004,762572.95558199903,2954905.5079299901,"WW25","","BUILDING WW25",,,,01-MAR-15,2
"NW12A-201508","201508","NW12A","NW12A","","","","Nuclear Reactor Lab",382.61,311.78,0,"MIT","NORTHWEST",0,"0","ACADEMIC","OWNED","AER","UGB","0.00","","",,,,,"NW12A","","BUILDING 12A",21-MAR-14,,,01-MAR-15,1
"NW86P-201508","201508","NW86P","NW86P","","","","70 Pacific Street Dormitory Garage",52869.94,42666.46,6075.51,"MIT","NORTHWEST",2,"2","SERVICE","OWNED","GAR","UGS2","","","",,,,,"NW86P","","70 PACIFIC STREET DORMITORY GARAGE",01-FEB-01,,01-AUG-02,01-MAR-15,32
"OC100-201508","201508","OC100","OC100","","","","BUILDING OC100",2649.3,1891.48,16.82,"DC","OFFCAMPUS",1,"1","ACADEMIC","LEASED","OTH","(NULL)","","","",,,,,"OC100","","BUILDING OC100",,,01-JUL-91,01-MAR-15,11
"OC19A-201508","201508","OC19A","OC19A","","","","Bates LINAC: Administration Bldg",6766.98,5452.11,715.94,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.599035742200002,-70.9809443109,795922.70283800003,3043751.42551,"OC19A","","BATES LINAC: ADMINISTRATION BLDG",,,,01-MAR-15,34
"OC19B-201508","201508","OC19B","OC19B","","","","Bates LINAC: Research Bldg",13810.89,10426.98,1578.19,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.5990272815,-70.980450091700007,796055.788757,3043749.1522400002,"OC19B","","BATES LINAC: RESEARCH BLDG",,,,01-MAR-15,45
"OC19C-201508","201508","OC19C","OC19C","","","","BATES LINAC: North Experimental Hall",6081.18,5375.22,11.05,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.598394242600001,-70.9802900128999,796100.29527,3043518.7098300001,"OC19C","","BATES LINAC: NORTH EXPERIMENTAL HALL",,,,01-MAR-15,4
"OC19D-201508","201508","OC19D","OC19D","","","","BATES LINAC: Warehouse #2",7760.09,7211.92,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.597125556500004,-70.979352986199899,796355.41192999901,3043057.8884999901,"OC19D","","BATES LINAC: WAREHOUSE #2",,,,01-MAR-15,3
"OC19E-201508","201508","OC19E","OC19E","","","","BATES LINAC: Ring Service Building",3058.54,2225.79,218.06,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.599068701599897,-70.9790036614,796445.14395099902,3043766.6228900002,"OC19E","","BATES LINAC: RING SERVICE BUILDING",,,,01-MAR-15,7
"OC19F-201508","201508","OC19F","OC19F","","","","BATES LINAC: South Experimental Hall",58104.54,31838.33,7768.58,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.5983373259999,-70.981498496399894,795775.03718700004,3043495.98697,"OC19F","","BATES LINAC: SOUTH EXPERIMENTAL HALL",,,,01-MAR-15,48
"OC19G-201508","201508","OC19G","OC19G","","","","BATES LINAC: North Hall Exhaust",454.61,372.3,13.64,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.5980549477,-70.982733553800003,795443.12176899903,3043391.05788999,"OC19G","","BATES LINAC: NORTH HALL EXHAUST",,,,01-MAR-15,2
"OC19H-201508","201508","OC19H","OC19H","","","","BATES LINAC: Engineering",23160.22,19138.64,1981.35,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19H","","BATES LINAC: ENGINEERING",,,,01-MAR-15,57
"OC19J-201508","201508","OC19J","OC19J","","","","BATES LINAC: Gas Bottle/Tank Storage",400.94,348.95,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19J","","BATES LINAC: GAS BOTTLE/TANK STORAGE",,,,01-MAR-15,2
"OC19K-201508","201508","OC19K","OC19K","","","","BATES LINAC: Vault & Tunnel Gallery",55607.34,40136.19,4760.49,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19K","","BATES LINAC: VAULT & TUNNEL GALLERY",,,,01-MAR-15,45
"OC19L-201508","201508","OC19L","OC19L","","","","BATES LINAC: Warehouse #1",2644.67,2299.14,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19L","","BATES LINAC: WAREHOUSE #1",,,,01-MAR-15,3
"OC19M-201508","201508","OC19M","OC19M","","","","BATES LINAC: Barn",2225.34,2062.22,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19M","","BATES LINAC: BARN",,,,01-MAR-15,3
"OC19N-201508","201508","OC19N","OC19N","","","","BATES LINAC: Warehouse #3",8141.95,7683.4,143.22,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19N","","BATES LINAC: WAREHOUSE #3",,,,01-MAR-15,13
"OC19Q-201508","201508","OC19Q","OC19Q","","","","BATES LINAC: Water Tower",241.54,188.14,2.51,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19Q","","BATES LINAC: WATER TOWER",,,,01-MAR-15,3
"OC31A-201508","201508","OC31A","OC31A","","","","Katahdin Hill 1A",2989.21,2567.45,151.48,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC31A","","KATAHDIN HILL 1A",,,,01-MAR-15,7
"OC32A-201508","201508","OC32A","OC32A","","","","Balloon House A",1585.32,0,1180.83,"LINC","OFFCAMPUS",1,"1","SERVICE","OWNED","OTH","(NULL)","","","",,,,,"OC32A","","BALLOON HOUSE A",,,,01-MAR-15,4
"OC32B-201508","201508","OC32B","OC32B","","","","Balloon House B",132.03,116.25,0,"LINC","OFFCAMPUS",1,"1","SERVICE","OWNED","OTH","(NULL)","","","",,,,,"OC32B","","BALLOON HOUSE B",,,,01-MAR-15,1
"OC36A-201508","201508","OC36A","OC36A","","","","Annex 6 Trailer",960,912.58,0,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC36A","","ANNEX 6 TRAILER",,,,01-MAR-15,1
"W85DE-201508","201508","W85DE","W85DE","","","","Westgate DE",9320.91,7417.78,904.31,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.355374626,-71.103948044899894,763216.46723499906,2954776.0956700002,"W85DE","","WESTGATE (DE)",01-JAN-62,,01-AUG-63,01-MAR-15,0
"W85FG-201508","201508","W85FG","W85FG","","","","Westgate FG",9320.91,7417.78,904.31,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.355623033100002,-71.103600258399894,763310.04989100003,2954867.0569000002,"W85FG","","WESTGATE (FG)",01-JAN-62,,01-AUG-63,01-MAR-15,0
"NE123A-201508","201508","NE123A","NE123A","","","","300 Bent Street",1812.03,439.51,0,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","OTH","(NULL)","0.00","","",42.367359539900001,-71.086745918099894,922.3372036854776,922.3372036854776,"NE123A","","300 BENT STREET",21-MAR-14,,,01-MAR-15,5
"W85ABC-201508","201508","W85ABC","W85ABC","","","","Westgate ABC",13983.54,11133.38,1362.34,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","30.60","1348000","1348000",42.354981737300001,-71.103900876599894,763229.881421,2954632.9782799901,"W85ABC","","WESTGATE (ABC)",01-JAN-62,,01-AUG-63,01-MAR-15,0
"W85HJK-201508","201508","W85HJK","W85HJK","","","","Westgate HJK",13995.47,11150.3,1358.4,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.355450344600001,-71.103152731500003,763431.30457699904,2954804.6881300001,"W85HJK","","WESTGATE (HJK)",01-JAN-62,,01-AUG-63,01-MAR-15,0
"12A-201509","201509","12A","12A","","","","Building 12A",1122.97,451.37,463.83,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","AER","UGHH","13.00","1811200","1811200",42.360144325199897,-71.091169989899896,766661.920101,2956530.5650800001,"12A","","WASTE CHEMICAL STORAGE",31-DEC-16,,31-DEC-17,01-APR-15,3
"14E-201509","201509","14E","14E","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (East Wing)",21022.71,15903.62,3372.01,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"14E","","HAYDEN MEMORIAL LIBRARY (E)",,,,01-APR-15,90
"14N-201509","201509","14N","14N","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (North Wing)",37006.11,20979.04,11550.51,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14N","","HAYDEN MEMORIAL LIBRARY (N)",,,,01-APR-15,188
"14S-201509","201509","14S","14S","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (South Wing)",48622.24,34500.48,10286.49,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14S","","HAYDEN MEMORIAL LIBRARY (S)",,,,01-APR-15,118
"14W-201509","201509","14W","14W","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (West Wing)",5013.14,2850.15,1777.63,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14W","","HAYDEN MEMORIAL LIBRARY (W)",,,,01-APR-15,16
"32P-201509","201509","32P","32P","","","","Ray and Maria Stata Center Garage",239353.28,219268.15,10269.82,"MIT","MAIN GROUP",2,"2","SERVICE","OWNED","GAR","(NULL)","","1813201","1813201",,,,,"32P","RAY STATA '57","STATA CENTER GARAGE",,,02-JUN-03,01-APR-15,32
"42T-201509","201509","42T","42T","42","COGENERATION PLANT","William R. Dickson Cogeneration Plant","Building 42 Tunnel",11247.27,0,11247.27,"MIT","",0,"0","SERVICE","OWNED","OTH","UGF1","0.00","1814200","1814200",,,,,"42T","","BUILDING 42 TUNNEL",31-DEC-15,,31-DEC-16,01-APR-15,1
"62H-201509","201509","62H","62H","62","ALUMNI HOUSES: MUNROE HAYDEN WOOD","Alumni Houses: Munroe Hayden Wood","Alumni Houses: Hayden",26411.82,16932.94,6760.5,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","1346200","1346200",,,,,"62H","HENRY R. HAYDEN","ALUMNI HOUSES: HAYDEN",,,,01-APR-15,117
"62M-201509","201509","62M","62M","62","ALUMNI HOUSES: MUNROE HAYDEN WOOD","Alumni Houses: Munroe Hayden Wood","Alumni Houses: Munroe",25568.41,18125.96,4960.76,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"62M","JAMES P. MUNROE","ALUMNI HOUSES: MUNROE",,,,01-APR-15,102
"62W-201509","201509","62W","62W","62","ALUMNI HOUSES: MUNROE HAYDEN WOOD","Alumni Houses: Munroe Hayden Wood","Alumni Houses: Wood",25173.77,15513.88,7215.29,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"62W","KENNETH F. WOOD","ALUMNI HOUSES: WOOD",,,,01-APR-15,111
"64B-201509","201509","64B","64B","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Bemis",23656.67,14584.37,6483.26,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64B","ALBERT F. BEMIS","EAST CAMPUS: BEMIS",,,,01-APR-15,114
"64G-201509","201509","64G","64G","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Goodale",24787.4,17041.11,5242,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64G","CHARLES WARREN GOODALE","EAST CAMPUS: GOODALE",,,,01-APR-15,108
"64W-201509","201509","64W","64W","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Walcott",24988.56,16833.91,5711.41,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64W","WILLIAM W. WALCOTT","EAST CAMPUS: WALCOTT",,,,01-APR-15,123
"E14-201509","201509","E14","E14","","","","Building E14",173875.21,74338.87,83273.8,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","(NULL)","","1821400","1821400",42.3604635927,-71.0873324878999,767698.51797199901,2956651.9071800001,"E14","","BUILDING E14",,,,01-APR-15,343
"E15-201509","201509","E15","E15","","","","Wiesner Building",120331.42,78968.75,32381.88,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGA3B","68.50","1821500","1821500",42.360838440099897,-71.087634887999897,767616.12840699905,2956788.1138499901,"E15","JEROME BERT WIESNER","WIESNER BUILDING",01-JAN-82,,01-SEP-84,01-APR-15,460
"E17-201509","201509","E17","E17","","","","Seely G Mudd Building",83518.04,54135.52,21499.9,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBA3","82.80","1821700","1821700",42.361484389799898,-71.087886250899899,767547.05602999905,2957023.18269999,"E17","SEELY G. MUDD","MUDD BUILDING",31-DEC-32,,06-MAR-75,01-APR-15,342
